,title,artist,lyrics,mfcc,genre
123,블루스크린 (Blue Screen) (Prod. Super Villain),공도하,내 Processor는 고장 났지 이미처음 본 순간 정지됐던 머리들어왔어 Virus는 이미깜깜해져 본체가 Knockdown된 원인f5로 눌러 새로 고침해봐도 돌아오지 않아 이상해고쳐봐도 또 뜨는 Blue screen에만신창이야 또 재부팅해Space bar를 눌러서한발 다가갈까 싶어Backspace를 눌러 한 발짝빠져 지켜볼까 싶어움직여지지 않아중독이 된 것 같아고장 나서 Error가 떴어널 보자마자 머릿속은 Blue ScreenControl 해 지금의 나까지내 맘대로 되는 게 하나 없지Format 해야 해 왜 이러지Oh Oh My God 나 놀랬지널 불러내는 Melody널 찾아가는 Memory길을 잃어버려 헤매지당장 답을 줘 원해 messageSpace bar를 눌러서한발 다가갈까 싶어Backspace를 눌러 한 발짝빠져 지켜볼까 싶어움직여지지 않아중독이 된 것 같아고장 나서 Error가 떴어널 보자마자 머릿속은 Blue Screen움직여지지 않아중독이 된 것 같아고장 나서 Error가 떴어널 보자마자 머릿속은 Blue ScreenBlue ScreenBlue ScreenBlue Screen,"[[-456.44916   -456.44916   -456.44916   ... -433.66183   -432.4214
  -438.9332   ]
 [   0.           0.           0.        ...   28.893936    30.006784
    21.480198 ]
 [   0.           0.           0.        ...   20.802742    20.674248
    13.764828 ]
 ...
 [   0.           0.           0.        ...   -9.01253     -4.8640795
     1.5661747]
 [   0.           0.           0.        ...  -10.212323    -6.437495
     0.5621066]
 [   0.           0.           0.        ...   -9.42099     -8.453735
    -3.0705216]]",Indi
124,마들렌,섬의 편지,촉촉하게 비가 내리는 날젖은 어깨를 뒤로하고골목 구석에 들어선 카페나를 반기는 그 향기에따뜻한 카페 알롱제와레몬 마들렌 주세요한 권의 시집을 꺼내어 보다채 읽지 못하고 덮어두네커피 한 모금에 마들렌 한 입 베어 물면달콤함을 따라흘러간 그곳엔너와 함께한 순간들그날에 우리의 음악과코 끝을 스치던 계절의 냄새손이 따뜻하다며 내게 미소 짓던너의 옅은 두 눈 빛커피 한 모금에 마들렌 한 입 베어 물면촉촉함을 따라흘러간 그곳엔너와 함께한 그 시절들매일 타던 익숙한 버스와함께 꿈꾸던 둘만의 미래추운 게 싫다며 팔짱을 낄 때면쉼이 되어준 너의 향기촉촉하게 비가 내리던 날잠시 들렸던 그 카페엔사랑을 말하던떨리는 목소리와너의 모습만 남아있네,"[[-482.1146 -482.1146 -482.1146 ... -482.1146 -482.1146 -482.1146]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]",Indi
125,수채화,스웨터스 (Sweaters),눈을 감으면 점점 더선명해지는 너의 목소리너의 숨결 너의 눈동자까지점점 네게 스며들어가고 있어떨려오도록 서투른 두 맘눈치 못 채게 너로 물든 밤We are painting watercolorDraw the picture on your paper뒤섞인 물감 속에 우리를 던져We are painting watercolorDraw the picture on your paper시간이 흐를수록 우리는 뚜렷해져 가손을 잡으면 따뜻하게전해오는 너의 체온에내 마음은 온통 너로 물들어점점 네게 스며들어가고 있어We are painting watercolorDraw the picture on your paper뒤섞인 물감 속에 우리를 던져We are painting watercolorDraw the picture on your paper시간이 흐를수록 우리는 뚜렷해져너의 새하얀 캔버스에숨겨둔 마음을 찾을 수 있다면We are painting watercolorDraw the picture on your paper뒤섞인 물감 속에 우리를 던져We are painting watercolorDraw the picture on your paper시간이 흐를수록 우리는 뚜렷해져 가Draw the picture on your paperWe are painting watercolorDraw the picture on your paper,"[[-526.84076 -526.84076 -526.84076 ... -526.84076 -526.84076 -526.84076]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",Indi
126,Too late (Feat. Razyboyocean),플레이보이트랩 (Flaiboitrap),I ain't tryna f too late Look around they want to f too fast I'll cash move bring it 50 two packs New drip but u wanna 24K I ain't tryna f too lateLook aroundthey want to f too fastI'll cash movebring it 50 two packsNew drip but u wanna 24KI don't need a racksI can't go to backShe said I'm a badasstoo many prada bagRidin' on my legs 24 everydayF around like meI caliin' everydayI callin’ everyday 근데 넌 hoesI just said it u ain't f roseToo late 지나치긴 했어 race남들보다 빠른 paceYou can't f wit my lanes broPop that 터트려 너의 뒤에서I bought it chainCock back 아무도 모르게또 잡아 breakTwo bands 너에게 다가가지만I ain't bragPull up I told'em freinds말해봤자 VS capBit ain't nobady stay신경도 안써 너의 racks얼른 잡아 너의 pan떠나기 위해 잡았어 fam얻어갈래 여기 fame 매일 wake upin the morning VVS's on my neckToo far rolex I want it 매일Too cold VS I perfect fitted neckNo cap my neck this is fitty bandsNo cap my lovethis is Throwin backI ain't tryna f too lateLook aroundthey want to f too fastI'll cash movebring it 50 two packsNew drip but u wanna 24KI don't need a racksI can't go to backShe said I'm a badasstoo many prada bagRidin' on my legs 24 everydayF around like meI caliin' everydayyeah yeah bands on my handbut 내 발엔 still Vans난 더 원해 lotta racks yeahAy these mfs lameain’t no rap money and sitand I X-ray your cap bitay I woke up like this받아 내 wifey 의 kiss너의 가슴팍에는 비수내겐 없는 비수기I pull up on this errday내 재산 마치 폼페이my vision clear 4kI pull up I conquerI spend up my rackscame from B-town to Seoul citywassup with my friends빨라만 가 내 속도 터지겠지 니 속도bounce back like pogo쓸어담아 니 돈도yeah my homiesthey never switched lanes난 믿어왔어 내 성공의 frameit ain’t never gonna be too lateSaid bit I’m on ma wayI ain't tryna f too lateLook aroundthey want to f too fastI'll cash movebring it 50 two packsNew drip but u wanna 24KI don't need a racksI can't go to backShe said I'm a badasstoo many prada bagRidin' on my legs 24 everydayF around like meI caliin' everyday,"[[-4.5562085e+02 -4.5266910e+02 -3.5722812e+02 ... -4.1104788e+02
  -4.1584204e+02 -4.5161523e+02]
 [ 0.0000000e+00  3.0372891e+00  7.0014671e+01 ...  3.6824104e+01
   3.1419670e+01  4.4204750e+00]
 [ 0.0000000e+00  1.3235435e+00 -1.6755760e+01 ...  6.9474721e-01
  -3.1541972e+00  2.4894414e+00]
 ...
 [ 0.0000000e+00  2.6117961e+00  1.5538145e+00 ...  9.2841702e+00
   6.4179530e+00  4.2159967e+00]
 [ 0.0000000e+00  1.4736481e+00  5.2500248e-01 ...  2.9194579e+00
   4.1490644e-01  3.7137117e+00]
 [ 0.0000000e+00  9.2301130e-02 -6.7130232e+00 ...  2.1940093e-01
  -2.4004860e+00  2.4206364e+00]]",hiphop
127,우리엄마,개미친구 (gamichingoo),덜컹덜컹 아빠차 뒤에 누나랑 나랑 조수석엔 항상 우리 엄마 예쁜 우리 엄마가 졸고있어 덜컹덜컹 아빠차 뒤에 누나랑 나랑 조수석엔 항상 우리 엄마 예쁜 우리 엄마가 졸고있어 엄마가 너무좋아 마마보이 flow 어떤 여자도 비교가 안되보이거든 하지만 엄마옆엔 나랑 닮은 더 멋진놈 있어 샷아웃투 아빠 그래서 닮은 여자를 찾아 헤메 멀리 옴 너무편하지만 상처없는 진솔한 talkin uh 내겐 real 설리반 또 최고의 요리사 내 넘버 스웩은 엄마아들로 태어난 생년월이야 음악은 내가 아는 가장 와닿는 표현 그래서 내가 가진 사랑과 닮은 이 걸 불러 엄마 있을까몰라 이보다 아름다운말 베이비시터로써 애들한테 하시는거보며 내가 어떻게 사랑받았는가를 대충 짐작 정돈 돼 복에 겨워 목구멍에 홍수 날듯 울컥 댐 죄책감은 무지에서 오는걸 느껴 희생은 언제나 맴찢 그게 내가 이유일땐 그정도 안끝나서 문제지 난 정말 괜찮아져야해 자본주의가 어쩌면 은혜 갚을수있다고하네 덜컹덜컹 아빠차 뒤에 누나랑 나랑 조수석엔 항상 우리 엄마 예쁜 우리 엄마가 졸고있어 덜컹덜컹 아빠차 뒤에 누나랑 나랑 조수석엔 항상 우리 엄마 예쁜 우리 엄마가 졸고있어 덜컹덜컹 아빠차 뒤에 누나랑 나랑 조수석엔 항상 우리 엄마 예쁜 우리 엄마가 졸고있어 덜컹덜컹아빠차 뒤에누나랑 나랑조수석엔항상우리 엄마예쁜 우리 엄마가 졸고있어,"[[-461.77615 -461.77615 -461.77615 ... -461.77615 -461.77615 -461.77615]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",hiphop
128,Sunday Morning (prod. facethieves),purple coin,물이 쏴아 좀 씻어 잠을 깨고 냉장고는 텅 비었어 내가 마실 주스 빼고 눈동자는 퀭 거울 보며 남은 눈곱 떼고 일은 오늘 안 할래 오늘 안 할래 날씨에 따라 난 안 나가고 플레이 모드 때때로 좀 나와라 연락엔 죄송 방안에 콕 이불 말아 밀린 영화를 보고 Do you know what I mean Know what I mean 이러다가 전화기를 꺼내 피자 바로 되죠 의외로 첨에는 계속 올바른 taster 귀찮은 fuck 메뉴 pick은 easy & faster Do you know what I mean Woo la woo whoo 매일매일이 매일매일 I’m busy in life 휴식이 필요해 난 매일매일이 매일매일 I’m busy in life 휴식이 필요해 난 I need SUNDAY I need SUNDAY MORNING I need SUNDAY I need SUNDAY MORNING 누웠을 때면 yeah 이대로가 좋아 But 계속 그랬을 때는 uh 다시 돌릴 수가 없지 원래 게으름이란 건 마약과도 같아 고민해 나는 백만 번 또다시 난 Go hard 또다시 난 Go hard 또다시 난 Go hard 부스 안에 있다 보니 어두워 해가 벌써 졌네 또다시 난 Go hard 이런 생활이 난 좋아 꿈꾸던 삶을 사니 기분이 매일 같이 birthday 올해 끝날때면 발매 참여곡이 백곡 21년 국힙 신인상은 바로 내꺼 그건 내가 휴일 없이 달린 것의 댓가 그래도 가끔은 쉬고 싶은 기분 드는건 왜일까 매일매일이 매일매일 I’m busy in life 휴식이 필요해 난 매일매일이 매일매일I’m busy in life휴식이 필요해 난I need SUNDAYI need SUNDAY MORNINGI need SUNDAYI need SUNDAY MORNING,"[[-482.1755 -482.1755 -482.1755 ... -482.1755 -482.1755 -482.1755]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]",hiphop
129,DIE DIE (Feat. 최엘비) (스터디그룹 X 기리보이),기리보이,호랑이 눈빛넌 쥐구멍에 숨지움찔먹을 수가 없다면 굶지과식해도 배가 고파먹고 먹히고 떨어져난 몇 개의 새벽을 견뎌 냈더니드디어 오늘의 해가 떴다원스텝 투스텝 훅KO 된 너는 순두부Bad boy 벌어 많은paper dollar peso목숨은 하나지만 두 개처럼play work코인을 넣어 노래를 한 곡부르고서 먹어버려 한국계속 나를 방해하는 애들과의 사투눈치게임 같아 마치 화투덤벼 루저스그럼 나는 걔네들을 knock down쓰러져 악당걔네들의 코인을 낚아생각보다 출혈이 상당해그럴 때마다 붕대를 감아투명했던 붕대는 빨간색얼룩이 묻은 내 인생은 TIE DYEDIE DIE DIE DIE내 인생과 싸워 왔지 my lifeDIE DIE DIE DIE이 경기는 지금부터 하이라이트그로기 상태 지금 너무 위험해오 운명의 여신은 날 또 시험해DIE DIE그로기 상태 지금 너무 위험해DIE DIE오 운명의 여신은 나를 시험해DIE DIE그로기 상태 지금 너무 위험해DIE DIE오 운명의 여신은 나를 시험해DIE DIE울 엄마는 말했지어디 가서 맞고 오진 말랬지엄마 말을 잘 듣는 아들이었으니내 교복에 묻은 피는 내 게 아니었지피가 섞인 가래침난 지켰어 울 엄마의 가르침먼저 시비 건 적은 없어 한 번도한 대 맞음 두 배로 갚아 반드시근데 나이를 먹으니걔네들은 아무것도 아니더라고이젠 현실과 싸워 늘어나 상처얜 몇 대를 맞어도쓰러지지 않어 난 섀도우 박서넘어질 때마다 엄마 말을 기억해일어서야 해 심판이 10초 새기 전에먹여야 돼 한방 기회들을 노려이건 언더독의 반란말했잖아 아까 패배자로 살 바에는죽음을 달라 벌처럼 날아나비처럼 쏴 마치무하마드 알리처럼 말이야맞은 데가 아파도 이건 창작고이걸 가사로 바꾼 다음에몇 배로 갚아줘DIE DIE그로기 상태 지금 너무 위험해DIE DIE오 운명의 여신은 나를 시험해DIE DIE그로기 상태 지금 너무 위험해DIE DIE오 운명의 여신은 나를 시험해DIE DIE,"[[-510.1382 -510.1382 -510.1382 ... -510.1382 -510.1382 -510.1382]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]",hiphop
130,ILL LOVE,ZELO (젤로),혼자가 익숙해져 버린 밤이별이 두려워 피하지 난말해 사랑을 원하지만Eh eh eh eh멀쩡한 겉모습 but I’m undressed상처뿐인 마음 근데 난 왜널 찾고 있는지 몰라 어느새스며들어 햇빛처럼 넌 내 안에Last night in a dreamsaw a baby lookin’ like youBut you'll be in the past I’d be a fool걱정만 가득해 난일어나지 않은 미래에 ahSay you love me babyI need a better placeIt’s gon’ be alrightIt’s gon’ be fineI can’t stop thinking’ ‘bout us nowI can’t stop thinking’ ‘bout you nowI’m so into youYou’re the one that I loveand I can’t lieill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill loveDrop top grabbin’her Waist part-time lover I gaze나 사라질 땐 without a traceBut 여전히 내 마음은 heart race충실하고 싶어 감정에놓치는 게 너무 많아이겨내야 해 지난날의흔적이 만든 트라우마더 집착하지 않을게영원이라는 허울에 나Think that I’m blessed널 사랑한다 말하지만우리 멀어질까또 멀어질까날 떠나지 마 yeah끝은 알 수 없지만알아줘 내 맘은 loveI’m so glad to be yoursAnd I Made up my mindknow you want me to be sureGirl I won’t stop oh noI won’t stop oh noI won’t stop oh noI'm gonna get through this‘Cause I’m with yaI can’t stop thinking’ ‘bout us nowI can’t stop thinking’ ‘bout you nowI’m so into youYou’re the one that I loveand I can’t lieill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill loveill love ill love ill love ill love,"[[-492.8719 -492.8719 -492.8719 ... -492.8719 -492.8719 -492.8719]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]",hiphop
131,칼더치,매드칙스 (Mad chicks),돈이 내겐 전부지 우리 관계는 L.O.V.E네가 낄데는 없어 불타오르는중 에로틱어서어서 채워진 술잔 비워 새로이술 맛 어떠냐 묻기 전 난 불러 이 멜로디다 칼더치 넌 칼더치난 칼더치 난 안해 호구짓 yeah yeah다 칼더치 넌 칼더치난 칼더치 난 안해 호구짓 yeah yeah돈 벌어 moeny dancehall party그게 rap이 든 뭐든 알 바든 working 달에일이천은 벌어야지 공사판을 점령하지네 자리다 밀어버려 무자비한 철거 방식이 새끼들 대가리 굴릴 때 i'm work이 새끼들 대가리 굴릴 때 난 쩔이 새끼들 대가리 굴릴 때 다 cuti'm spit my flow 반복 살포 아뵤call mama 이제 더는 걱정 마라호구 아들 아냐 내 통장에 잔고를 봐라이 말을 뱉기 위해 지금 뱉고 있는 거지그러려면 칼 더치 지금 술자리부터네가 국힙에 아이유를 데려와도먼저 체크해 칼 더치 가능한지부터i'm on my way무릎 까져 피가 철철철i'm on my way떨어지는 돈은 덤덤덤유명세와 명예 아니 그 이상을 원해돈을 쓸어 담아 가져가지 염라대왕 앞에내가 죄인이면 벌을 받고귀인이면 날을 잡아내가 쏠 테니 다들 빈 잔들 꺼내 whoo돈이 내겐 전부지 우리 관계는 L.O.V.E네가 낄데는 없어 불타오르는중 에로틱어서어서 채워진 술잔 비워 새로이술 맛 어떠냐 묻기 전 난 불러 이 멜로디다 칼더치 넌 칼더치난 칼더치 난 안해 호구짓 yeah yeah다 칼더치 넌 칼더치난 칼더치 난 안해 호구짓 yeah yeah오랜만에 여러명이 가진 술자리분위기 탔어 술값 10만따리내가 다 낼 순 없지 무조건 더치페이건 토스건 깔아 좀 터치조각으로 나눠버려 10원짜리 단위까지돈 안내고 잠수타면 집앞까지 찾아가지내 눈동자 사채업자 깽값이랑따지는 이윤노래 제목안에 칼이 들어가는 이유혼자 반이상은 먹었지만정확히 N분의 1빵 개이득불만 있어도 그냥 살아가는게그저 평범한 인생이듯따라 동생월급들어올때까지 wait ok기다려줄게 한번인데 어때근데 알고보니 직업란에 백수를 썻네너네 알고보니 상습범 이네꼭 다시 한번만 만나자 너 쉴때그때는 니가 카드깡으로 돈내난 번호 바꿔 몰래 역시 복수는 달콤해돈이 내겐 전부지 우리 관계는 L.O.V.E네가 낄데는 없어 불타오르는중 에로틱어서어서 채워진 술잔 비워 새로이술 맛 어떠냐 묻기 전 난 불러 이 멜로디다 칼더치 넌 칼더치난 칼더치 난 안해 호구짓 yeah yeah다 칼더치 넌 칼더치난 칼더치 난 안해 호구짓 yeah yeah,"[[-456.9993 -456.9993 -456.9993 ... -456.9993 -456.9993 -456.9993]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]",hiphop
132,Pink Elephant (Feat. YungKash),Rich Otty,Please Please Don't wake me upI like the way you smileI'm losing days on my areabut I kinda feel rightI see that Pink Elephantplayin up in a skySo you better watch outI'm that craziest guy빙 빙 빙 빙 빙 빙 빙 빙One for the Money and love for a life빙 빙 빙 빙 빙 빙 빙Girl for the love andMoney for a champaign빙 빙 빙 빙 빙 빙 빙 빙One for the Money and love for a life빙 빙 빙 빙 빙 빙 빙Girl for the love andMoney for a champaignYeah I wanna fuckin drink Im freakyBitches wanna fuck with meLike a beast I wanna pussy틀어 난 trap 들이 부어 henessey전화기 ring ring보여 난 분홍 코끼리난 어지러워 머리but I wanna just playPlease Please Don't wake me upI like the way you smileI'm losing days on my areabut I kinda feel rightI see that Pink Elephantplayin up in a skySo you better watch outI'm that craziest guy빙 빙 빙 빙 빙 빙 빙 빙One for the Money and love for a life빙 빙 빙 빙 빙 빙 빙Girl for the love andMoney for a champaign빙 빙 빙 빙 빙 빙 빙 빙One for the Money and love for a life빙 빙 빙 빙 빙 빙 빙Girl for the love andMoney for a champaignGlass of Henessey 내 시야는 illusion그 다음에 모엣 한병에 사라지는 futureI got no thirsty vibes are goin froze45도 각도에 뚜렷해진 초점Yeh that's wassupdrink another henessey난 사랑이 필요해 계속 들이부어 배부리Yeh that's wassup 부셔버려 barricade니 사랑이 필요해 계속해서 너를 맴돌지Please Please Don't wake me upI like the way you smileI'm losing days on my areabut I kinda feel rightI see that Pink Elephantplayin up in a skySo you better watch outI'm that craziest guy빙 빙 빙 빙 빙 빙 빙 빙One for the Money and love for a life빙 빙 빙 빙 빙 빙 빙Girl for the love andMoney for a champaign빙 빙 빙 빙 빙 빙 빙 빙One for the Money and love for a life빙 빙 빙 빙 빙 빙 빙Girl for the love andMoney for a champaign,"[[-462.8435     -462.8435     -462.8435     ... -460.1118
  -461.60422    -462.8435    ]
 [   0.            0.            0.         ...    2.761581
     1.398035      0.        ]
 [   0.            0.            0.         ...    0.7427795
     0.5478199     0.        ]
 ...
 [   0.            0.            0.         ...   -1.1190314
    -1.2188334     0.        ]
 [   0.            0.            0.         ...   -1.3446316
    -1.1368948     0.        ]
 [   0.            0.            0.         ...   -1.6026703
    -0.85008746    0.        ]]",hiphop
133,What`s Going On?,데즐라 (Dazzlar),We gotta do why못할게 뭐 있어 단둘만세상에 있을 거란 생각Can want see anymore넓은 느낌 You pass to me어떤 짐이 있었다면 Toss to meWoah Whole lotta see me yaWe gotta do why못할게 뭐 있어 단둘만세상에 있을 거란 생각Can want see anymore넓은 느낌 You pass to me어떤 짐이 있었다면 Toss to meWoah Whole lotta see me yaCheck on the mic 내가 했던 말사실 거짓말이 아냐숨 가빴어 For night어지러운 세상에서 혼자 겁만내버리고 방황했던 날들 어떤 날은너를 지워버리려고 노력했어근데 아무것도 달라진 건 없어사실 알고 있어Understand the world하나만 믿어주면 될 거란 걸이젠 너를 위한 기술을가지고 돈을 벌어내가 만든 세상에놀러 와서 계속 굴러음표와 박자는상관없이 노래 불러하나부터 열 셀 동안에 너를 만들어다시 돌아갈 순 없지 젊은 나이에는변하지 않는 아이같이 젊은 마음에는변하지 않고 기다린다 약속할게다시 한번 놀러 와줘 시간 날 때We gotta do why못할게 뭐 있어 단둘만세상에 있을 거란 생각Can want see anymore넓은 느낌 You pass to me어떤 짐이 있었다면 Toss to meWoah Whole lotta see me yaWhat's going onWe gotta do why못할게 뭐 있어 단둘만세상에 있을 거란 생각Can want see anymore넓은 느낌 You pass to me어떤 짐이 있었다면 Toss to meWoah Whole lotta see me ya,"[[-496.09283 -496.09283 -496.09283 ... -496.09283 -496.09283 -496.09283]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",hiphop
134,Main dish,버베인 (Vervain),drink up 소주 밤새워 달려가사를 미친듯이 써내려 가며오늘은 모두 미친놈이 되는날pool party보다 재미보는날사실 먹이는 굳이 잘 안찾어5stars 호텔로비에서 날찾어where's my fuckin main dishwhere's my fuckin main dish저기 높이 걸어둬my 24gold chain나는 항상 명단 위에 잇어 my name만족시켜봐바어서 나를 game setdon't fuck with mei'm not a main chef하나부터 시작해서 열까지get ready to be a mack daddyall the homies are on the lobby오늘밤이 끝날때까진are still naughtyhere's your main dishhere's your main dishtaste good like5stars main shithere's your main dishhere's your main dishtaste good like5stars main shithere's your main dishhere's your main dishtaste good like5stars main shithere's your main dishhere's your main dishtaste good like5stars main shit너는 소화못해 my verse너는 갖지못해 my voice그전에 check your panties first그전에 check your panties first나는 갖고 있어 recipe in my note나는 갖고 있어 recipe in my note그전에 check your panties first그전에 check your panties first니가 가진건 nasty as hell내가 가진건 잘익었지 smells well돌려줄께 내겐 절대없어 layback상대가 안돼도 너무 안돼 payback나는 갖고 있어 recipe in my note나는 갖고 있어 recipe in my note그전에 check your panties first그전에 check your panties firsthere's your main dishhere's your main dishtaste good like5stars main shithere's your main dishhere's your main dishtaste good like5stars main shithere's your main dishhere's your main dishtaste good like5stars main shithere's your main dishhere's your main dishtaste good like5stars main shithere's your main dishhere's your main dishtaste good like5stars main shithere's your main dishhere's your main dishtaste good like5stars main shithere's your main dishhere's your main dishtaste good like5stars main shithere's your main dishhere's your main dishtaste good like5stars main shit,"[[-466.93198 -466.93198 -466.93198 ... -466.93198 -466.93198 -466.93198]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",hiphop
135,Smile (Prod. TATU),송썬 (SONGSUN),난 왜 없는 거니 기회웃어주지 않니 왜난 왜 웃어줄거라 기대해너의 시선과 미소는들었다 놨다해 seesaw비어있는 내 옆네가 채워 줬음 싶어너와 되고 싶어 officiali wanna a better relationmore mission good dictionUmmm Love action웃음 1도 없이 다가왔다가한 발 물러서 멀어지잖아그 이후로 넌 계속해서점점 도망치잖아넌 날 너무나 쉽게도스쳐 지나 난 아찔해도이런 관계로 아쉽게 둬내 마음이 확실해도넌 날 너무나 쉽게도스쳐 지나 난 아찔해도이런 관계로 아쉽게 둬내 마음이 확실해도You don’t smileI want your smileyou don’t smileBut I’m Fine계속 해서 난 네 옆에다가가도 밀어내여기 이 미로엔출구가 필요해하지만 이렇게핑계를 또 지어내나도 참 미련해나도 참 미련해나는 아냐 바보화낼줄도 안다고네게 잘 보일라고네가 웃지 않더라도난 미소 짓고또 지쳐I don’t wanna like this picture때로는 남자답다고하고싶진 않아 센척잘 모르겠어어떻게 너의 마음을 돌릴지네 생각은 부풀어 커지지이대로 심장이 터질지도 몰라호흡곤란머리속을 뱅뱅돌아니 주위만을 맴돌아중요한 건 왜 너만 몰라넌 날 너무나 쉽게도스쳐 지나 난 아찔해도이런 관계로 아쉽게 둬내 마음이 확실해도넌 날 너무나 쉽게도스쳐 지나 난 아찔해도이런 관계로 아쉽게 둬내 마음이 확실해도You don’t smileI want your smileyou don’t smileBut I’m Fine계속 해서 난 네 옆에다가가도 밀어내여기 이 미로엔출구가 필요해하지만 이렇게핑계를 또 지어내나도 참 미련해나도 참 미련해계속 해서 난 네 옆에다가가도 밀어내여기 이 미로엔출구가 필요해하지만 이렇게핑계를 또 지어내나도 참 미련해나도 참 미련해,"[[-482.7052    -482.7052    -482.7052    ... -227.42062   -332.97614
  -482.7052   ]
 [   0.           0.           0.        ...  140.82536    124.40613
     0.       ]
 [   0.           0.           0.        ...   16.026304    17.214516
     0.       ]
 ...
 [   0.           0.           0.        ...   12.89786     10.73704
     0.       ]
 [   0.           0.           0.        ...    7.0397205    7.3550987
     0.       ]
 [   0.           0.           0.        ...    6.2315464    5.4555926
     0.       ]]",hiphop
